Sun,9:00:00,10:20:00,205,bba
Sun,9:00:00,10:20:00,507,bba
Sun,9:00:00,10:20:00,501,bba
Sun,9:00:00,10:20:00,204,bba
Sun,9:00:00,10:20:00,503,bba
Sun,9:00:00,10:20:00,506,bba
Mon,9:00:00,10:20:00,205,bba
Mon,9:00:00,10:20:00,403,bba
Mon,9:00:00,10:20:00,501,bba
Mon,9:00:00,10:20:00,507,bba
Mon,9:00:00,10:20:00,506,bba
Tue,9:00:00,10:20:00,205,bba
Tue,9:00:00,10:20:00,403,bba
Tue,9:00:00,10:20:00,501,bba
Tue,9:00:00,10:20:00,503,bba
Wed,9:00:00,10:20:00,205,bba
Wed,9:00:00,10:20:00,507,bba
Wed,9:00:00,10:20:00,403,bba
Wed,9:00:00,10:20:00,501,bba
Wed,9:00:00,10:20:00,503,bba
Thu,9:00:00,10:20:00,403,bba
Thu,9:00:00,10:20:00,501,bba
Thu,9:00:00,10:20:00,507,bba
Thu,9:00:00,10:20:00,205,bba
Thu,9:00:00,10:20:00,204,bba
Thu,9:00:00,10:20:00,503,bba
Sun,10:30:00,11:50:00,205,bba
Sun,10:30:00,11:50:00,403,bba
Sun,10:30:00,11:50:00,204,bba
Sun,10:30:00,11:50:00,503,bba
Mon,10:30:00,11:50:00,205,bba
Mon,10:30:00,11:50:00,403,bba
Mon,10:30:00,11:50:00,501,bba
Mon,10:30:00,11:50:00,507,bba
Mon,10:30:00,11:50:00,503,bba
Tue,10:30:00,11:50:00,205,bba
Tue,10:30:00,11:50:00,403,bba
Tue,10:30:00,11:50:00,501,bba
Tue,10:30:00,11:50:00,204,bba
Wed,10:30:00,11:50:00,403,bba
Wed,10:30:00,11:50:00,205,bba
Wed,10:30:00,11:50:00,501,bba
Wed,10:30:00,11:50:00,507,bba
Wed,10:30:00,11:50:00,503,bba
Thu,10:30:00,11:50:00,205,bba
Thu,10:30:00,11:50:00,501,bba
Thu,10:30:00,11:50:00,507,bba
Thu,10:30:00,11:50:00,506,bba
Thu,10:30:00,11:50:00,204,bba
Sun,12:00:00,1:20:00,205,bba
Sun,12:00:00,1:20:00,403,bba
Sun,12:00:00,1:20:00,507,bba
Sun,12:00:00,1:20:00,501,bba
Sun,12:00:00,1:20:00,204,bba
Sun,12:00:00,1:20:00,503,bba
Mon,12:00:00,1:20:00,501,bba
Mon,12:00:00,1:20:00,205,bba
Mon,12:00:00,1:20:00,507,bba
Mon,12:00:00,1:20:00,403,bba
Mon,12:00:00,1:20:00,503,bba
Mon,12:00:00,1:20:00,407,bba
Tue,12:00:00,1:20:00,205,bba
Tue,12:00:00,1:20:00,403,bba
Tue,12:00:00,1:20:00,501,bba
Tue,12:00:00,1:20:00,507,bba
Tue,12:00:00,1:20:00,204,bba
Tue,12:00:00,1:20:00,506,bba
Tue,12:00:00,1:20:00,503,bba
Wed,12:00:00,1:20:00,501,bba
Wed,12:00:00,1:20:00,403,bba
Wed,12:00:00,1:20:00,205,bba
Wed,12:00:00,1:20:00,408,bba
Wed,12:00:00,1:20:00,405,bba
Wed,12:00:00,1:20:00,204,bba
Wed,12:00:00,1:20:00,503,bba
Thu,12:00:00,1:20:00,205,bba
Thu,12:00:00,1:20:00,501,bba
Thu,12:00:00,1:20:00,403,bba
Thu,12:00:00,1:20:00,203,bba
Thu,12:00:00,1:20:00,203,bba
Thu,12:00:00,1:20:00,507,bba
Thu,12:00:00,1:20:00,503,bba
Sun,1:30:00,2:50:00,205,bba
Mon,1:30:00,2:50:00,501,bba
Mon,1:30:00,2:50:00,506,bba
Mon,1:30:00,2:50:00,507,bba
Mon,1:30:00,2:50:00,503,bba
Tue,1:30:00,2:50:00,205,bba
Tue,1:30:00,2:50:00,403,bba
Tue,1:30:00,2:50:00,204,bba
Tue,1:30:00,2:50:00,506,bba
Tue,1:30:00,2:50:00,503,bba
Wed,1:30:00,2:50:00,205,bba
Wed,1:30:00,2:50:00,403,bba
Wed,1:30:00,2:50:00,501,bba
Wed,1:30:00,2:50:00,506,bba
Wed,1:30:00,2:50:00,503,bba
Thu,1:30:00,2:50:00,205,bba
Thu,1:30:00,2:50:00,501,bba
Thu,1:30:00,2:50:00,403,bba
Thu,1:30:00,2:50:00,204,bba
Thu,1:30:00,2:50:00,503,bba
Sun,3:00:00,4:20:00,204,bba
Mon,3:00:00,4:20:00,501,bba
Mon,3:00:00,4:20:00,507,bba
Mon,3:00:00,4:20:00,503,bba
Tue,3:00:00,4:20:00,501,bba
Tue,3:00:00,4:20:00,403,bba
Tue,3:00:00,4:20:00,205,bba
Tue,3:00:00,4:20:00,204,bba
Tue,3:00:00,4:20:00,503,bba
Wed,3:00:00,4:20:00,205,bba
Wed,3:00:00,4:20:00,403,bba
Wed,3:00:00,4:20:00,501,bba
Wed,3:00:00,4:20:00,506,bba