Sun,9:00:00,10:20:00,402,eee
Sun,9:00:00,10:20:00,106,eee
Mon,9:00:00,10:20:00,402,eee
Mon,9:00:00,10:20:00,106,eee
Tue,9:00:00,10:20:00,402,eee
Tue,9:00:00,10:20:00,106,eee
Wed,9:00:00,10:20:00,402,eee
Wed,9:00:00,10:20:00,107,eee
Wed,9:00:00,10:20:00,106,eee
Thu,9:00:00,10:20:00,402,eee
Thu,9:00:00,10:20:00,306,eee
Thu,9:00:00,10:20:00,106,eee
Sun,10:30:00,11:50:00,107,eee
Sun,10:30:00,11:50:00,106,eee
Mon,10:30:00,11:50:00,402,eee
Mon,10:30:00,11:50:00,107,eee
Mon,10:30:00,11:50:00,106,eee
Tue,10:30:00,11:50:00,306,eee
Tue,10:30:00,11:50:00,402,eee
Tue,10:30:00,11:50:00,106,eee
Wed,10:30:00,11:50:00,402,eee
Wed,10:30:00,11:50:00,107,eee
Wed,10:30:00,11:50:00,106,eee
Thu,10:30:00,11:50:00,107,eee
Thu,10:30:00,11:50:00,106,eee
Sun,12:00:00,1:20:00,106,eee
Sun,12:00:00,1:20:00,402,eee
Mon,12:00:00,1:20:00,402,eee
Tue,12:00:00,1:20:00,306,eee
Tue,12:00:00,1:20:00,402,eee
Wed,12:00:00,1:20:00,107,eee
Wed,12:00:00,1:20:00,402,eee
Thu,12:00:00,1:20:00,402,eee
Thu,12:00:00,1:20:00,306,eee
Thu,12:00:00,1:20:00,107,eee
Sun,1:30:00,2:50:00,402,eee
Sun,1:30:00,2:50:00,106,eee
Mon,1:30:00,2:50:00,107,eee
Mon,1:30:00,2:50:00,106,eee
Tue,1:30:00,2:50:00,402,eee
Tue,1:30:00,2:50:00,106,eee
Wed,1:30:00,2:50:00,106,eee
Thu,1:30:00,2:50:00,106,eee
Thu,1:30:00,2:50:00,306,eee
Sun,3:00:00,4:20:00,402,eee
Sun,3:00:00,4:20:00,107,eee
Sun,3:00:00,4:20:00,106,eee
Mon,3:00:00,4:20:00,107,eee
Mon,3:00:00,4:20:00,106,eee
Tue,3:00:00,4:20:00,106,eee
Wed,3:00:00,4:20:00,402,eee
Wed,3:00:00,4:20:00,106,eee
Thu,3:00:00,4:20:00,402,eee
Thu,3:00:00,4:20:00,106,eee