Sun,9:00:00,10:20:00,409,cse
Sun,9:00:00,10:20:00,406,cse
Sun,9:00:00,10:20:00,509,cse
Sun,9:00:00,10:20:00,206,cse
Sun,9:00:00,10:20:00,408,cse
Sun,9:00:00,10:20:00,309,cse
Sun,9:00:00,10:20:00,106,cse
Sun,9:00:00,10:20:00,307,cse
Sun,9:00:00,10:20:00,506,cse
Sun,9:00:00,10:20:00,308,law
Sun,9:00:00,10:20:00,204,law
Mon,9:00:00,10:20:00,406,cse
Mon,9:00:00,10:20:00,409,cse
Mon,9:00:00,10:20:00,106,cse
Mon,9:00:00,10:20:00,204,cse
Mon,9:00:00,10:20:00,309,cse
Mon,9:00:00,10:20:00,506,cse
Mon,9:00:00,10:20:00,509,cse
Mon,9:00:00,10:20:00,206,cse
Mon,9:00:00,10:20:00,308,law
Mon,9:00:00,10:20:00,307,cse
Tue,9:00:00,10:20:00,508,cse
Tue,9:00:00,10:20:00,204,cse
Tue,9:00:00,10:20:00,406,eng
Tue,9:00:00,10:20:00,309,cse
Tue,9:00:00,10:20:00,509,cse
Tue,9:00:00,10:20:00,301,cse
Tue,9:00:00,10:20:00,307,cse
Tue,9:00:00,10:20:00,308,cse
Tue,9:00:00,10:20:00,206,cse
Tue,9:00:00,10:20:00,106,cse
Tue,9:00:00,10:20:00,506,cse
Wed,9:00:00,10:20:00,204,eee
Wed,9:00:00,10:20:00,406,eee
Wed,9:00:00,10:20:00,308,eee
Wed,9:00:00,10:20:00,309,cse
Wed,9:00:00,10:20:00,301,cse
Wed,9:00:00,10:20:00,307,cse
Wed,9:00:00,10:20:00,508,cse
Wed,9:00:00,10:20:00,206,cse
Wed,9:00:00,10:20:00,509,cse
Wed,9:00:00,10:20:00,506,cse
Wed,9:00:00,10:20:00,408,cse
Thu,9:00:00,10:20:00,204,eee
Thu,9:00:00,10:20:00,406,eee
Thu,9:00:00,10:20:00,308,eee
Thu,9:00:00,10:20:00,301,cse
Thu,9:00:00,10:20:00,307,cse
Thu,9:00:00,10:20:00,309,cse
Sun,10:30:00,11:50:00,308,law
Sun,10:30:00,11:50:00,409,cse
Sun,10:30:00,11:50:00,406,cse
Sun,10:30:00,11:50:00,509,cse
Sun,10:30:00,11:50:00,204,cse
Sun,10:30:00,11:50:00,206,cse
Sun,10:30:00,11:50:00,309,cse
Sun,10:30:00,11:50:00,106,cse
Sun,10:30:00,11:50:00,506,cse
Sun,10:30:00,11:50:00,307,cse
Sun,10:30:00,11:50:00,508,cse
Mon,10:30:00,11:50:00,308,law
Mon,10:30:00,11:50:00,204,law
Mon,10:30:00,11:50:00,406,cse
Mon,10:30:00,11:50:00,106,cse
Mon,10:30:00,11:50:00,409,cse
Mon,10:30:00,11:50:00,401,cse
Mon,10:30:00,11:50:00,309,cse
Mon,10:30:00,11:50:00,506,cse
Mon,10:30:00,11:50:00,509,cse
Mon,10:30:00,11:50:00,206,cse
Mon,10:30:00,11:50:00,307,cse
Tue,10:30:00,11:50:00,204,se
Tue,10:30:00,11:50:00,308,law
Tue,10:30:00,11:50:00,406,cse
Tue,10:30:00,11:50:00,309,cse
Tue,10:30:00,11:50:00,508,cse
Tue,10:30:00,11:50:00,301,cse
Tue,10:30:00,11:50:00,307,cse
Tue,10:30:00,11:50:00,409,cse
Tue,10:30:00,11:50:00,505,cse
Tue,10:30:00,11:50:00,506,cse
Tue,10:30:00,11:50:00,106,cse
Tue,10:30:00,11:50:00,501,cse
Wed,10:30:00,11:50:00,204,se
Wed,10:30:00,11:50:00,308,se
Wed,10:30:00,11:50:00,406,se
Wed,10:30:00,11:50:00,309,cse
Wed,10:30:00,11:50:00,301,cse
Wed,10:30:00,11:50:00,307,cse
Wed,10:30:00,11:50:00,206,cse
Wed,10:30:00,11:50:00,509,cse
Wed,10:30:00,11:50:00,506,cse
Wed,10:30:00,11:50:00,408,cse
Wed,10:30:00,11:50:00,508,cse
Thu,10:30:00,11:50:00,204,se
Thu,10:30:00,11:50:00,308,se
Thu,10:30:00,11:50:00,406,se
Thu,10:30:00,11:50:00,301,cse
Thu,10:30:00,11:50:00,307,cse
Thu,10:30:00,11:50:00,309,cse
Sun,12:00:00,1:20:00,204,se
Sun,12:00:00,1:20:00,406,se
Sun,12:00:00,1:20:00,309,cse
Sun,12:00:00,1:20:00,308,cse
Sun,12:00:00,1:20:00,206,cse
Sun,12:00:00,1:20:00,307,cse
Sun,12:00:00,1:20:00,509,cse
Sun,12:00:00,1:20:00,506,cse
Mon,12:00:00,1:20:00,307,eee
Mon,12:00:00,1:20:00,406,law
Mon,12:00:00,1:20:00,204,law
Mon,12:00:00,1:20:00,308,law
Mon,12:00:00,1:20:00,309,cse
Mon,12:00:00,1:20:00,401,cse
Mon,12:00:00,1:20:00,206,cse
Mon,12:00:00,1:20:00,509,cse
Mon,12:00:00,1:20:00,506,cse
Tue,12:00:00,1:20:00,307,eee
Tue,12:00:00,1:20:00,308,law
Tue,12:00:00,1:20:00,406,eng
Tue,12:00:00,1:20:00,310,cse
Tue,12:00:00,1:20:00,309,cse
Tue,12:00:00,1:20:00,508,cse
Tue,12:00:00,1:20:00,206,cse
Tue,12:00:00,1:20:00,509,cse
Tue,12:00:00,1:20:00,506,cse
Wed,12:00:00,1:20:00,204,law
Wed,12:00:00,1:20:00,406,eng
Wed,12:00:00,1:20:00,308,law
Wed,12:00:00,1:20:00,506,eee
Wed,12:00:00,1:20:00,309,cse
Wed,12:00:00,1:20:00,307,cse
Wed,12:00:00,1:20:00,206,cse
Wed,12:00:00,1:20:00,509,cse
Wed,12:00:00,1:20:00,508,cse
Thu,12:00:00,1:20:00,204,law
Thu,12:00:00,1:20:00,406,eng
Thu,12:00:00,1:20:00,308,law
Sun,1:30:00,2:50:00,204,se
Sun,1:30:00,2:50:00,406,se
Sun,1:30:00,2:50:00,308,cse
Sun,1:30:00,2:50:00,205,cse
Sun,1:30:00,2:50:00,206,cse
Sun,1:30:00,2:50:00,508,cse
Sun,1:30:00,2:50:00,506,cse
Sun,1:30:00,2:50:00,307,cse
Sun,1:30:00,2:50:00,309,cse
Sun,1:30:00,2:50:00,106,cse
Sun,1:30:00,2:50:00,301,cse
Mon,1:30:00,2:50:00,204,se
Mon,1:30:00,2:50:00,506,se
Mon,1:30:00,2:50:00,401,cse
Mon,1:30:00,2:50:00,308,cse
Mon,1:30:00,2:50:00,409,cse
Mon,1:30:00,2:50:00,508,cse
Mon,1:30:00,2:50:00,307,cse
Mon,1:30:00,2:50:00,309,cse
Mon,1:30:00,2:50:00,106,cse
Mon,1:30:00,2:50:00,509,cse
Mon,1:30:00,2:50:00,206,cse
Tue,1:30:00,2:50:00,406,law
Tue,1:30:00,2:50:00,308,law
Tue,1:30:00,2:50:00,508,cse
Tue,1:30:00,2:50:00,506,cse
Tue,1:30:00,2:50:00,309,cse
Tue,1:30:00,2:50:00,409,cse
Tue,1:30:00,2:50:00,307,cse
Tue,1:30:00,2:50:00,406,cse
Tue,1:30:00,2:50:00,408,cse
Tue,1:30:00,2:50:00,509,cse
Tue,1:30:00,2:50:00,401,cse
Tue,1:30:00,2:50:00,206,cse
Tue,1:30:00,2:50:00,106,cse
Wed,1:30:00,2:50:00,204,law
Wed,1:30:00,2:50:00,308,law
Wed,1:30:00,2:50:00,508,cse
Wed,1:30:00,2:50:00,406,cse
Wed,1:30:00,2:50:00,509,cse
Wed,1:30:00,2:50:00,309,cse
Wed,1:30:00,2:50:00,307,cse
Wed,1:30:00,2:50:00,206,cse
Wed,1:30:00,2:50:00,506,cse
Wed,1:30:00,2:50:00,106,cse
Thu,1:30:00,2:50:00,204,law
Thu,1:30:00,2:50:00,308,law
Thu,1:30:00,2:50:00,508,eng
Thu,1:30:00,2:50:00,301,cse
Thu,1:30:00,2:50:00,309,cse
Thu,1:30:00,2:50:00,307,cse
Sun,3:00:00,4:20:00,204,se
Sun,3:00:00,4:20:00,308,se
Sun,3:00:00,4:20:00,508,cse
Sun,3:00:00,4:20:00,406,cse
Sun,3:00:00,4:20:00,206,cse
Sun,3:00:00,4:20:00,507,cse
Sun,3:00:00,4:20:00,307,cse
Sun,3:00:00,4:20:00,309,cse
Sun,3:00:00,4:20:00,106,cse
Sun,3:00:00,4:20:00,301,cse
Sun,3:00:00,4:20:00,509,cse
Mon,3:00:00,4:20:00,308,eng
Mon,3:00:00,4:20:00,204,eng
Mon,3:00:00,4:20:00,406,eng
Mon,3:00:00,4:20:00,206,cse
Mon,3:00:00,4:20:00,409,cse
Mon,3:00:00,4:20:00,509,cse
Mon,3:00:00,4:20:00,307,cse
Mon,3:00:00,4:20:00,309,cse
Mon,3:00:00,4:20:00,401,cse
Mon,3:00:00,4:20:00,106,cse
Mon,3:00:00,4:20:00,508,cse
Mon,3:00:00,4:20:00,506,cse
Tue,3:00:00,4:20:00,406,law
Tue,3:00:00,4:20:00,308,law
Tue,3:00:00,4:20:00,309,cse
Tue,3:00:00,4:20:00,409,cse
Tue,3:00:00,4:20:00,307,cse
Tue,3:00:00,4:20:00,204,cse
Tue,3:00:00,4:20:00,508,cse
Tue,3:00:00,4:20:00,206,cse
Tue,3:00:00,4:20:00,506,cse
Tue,3:00:00,4:20:00,509,cse
Tue,3:00:00,4:20:00,401,cse
Tue,3:00:00,4:20:00,408,cse
Tue,3:00:00,4:20:00,106,cse
Wed,3:00:00,4:20:00,204,law
Wed,3:00:00,4:20:00,308,law
Wed,3:00:00,4:20:00,406,cse
Wed,3:00:00,4:20:00,206,cse
Wed,3:00:00,4:20:00,509,cse
Wed,3:00:00,4:20:00,506,cse
Wed,3:00:00,4:20:00,106,cse
Wed,3:00:00,4:20:00,508,cse
Thu,3:00:00,4:20:00,204,law
Thu,3:00:00,4:20:00,308,law
Thu,3:00:00,4:20:00,301,cse
Thu,3:00:00,4:20:00,309,cse
Thu,3:00:00,4:20:00,307,cse